episode_id,failure_mode,service,elapsed_s,timestamp,p50_latency_ms,p99_latency_ms,heap_mb,gc_pause_ms,error_rate,cache_miss_rate,db_p99_ms,cpu_pct
ep_00001_NONE,NONE,order-service,226,1700249833,84.3,100.6,525.8,5.22,0.0036,0.0119,14.1,34.4
ep_00001_NONE,NONE,order-service,228,1700251833,98.5,82.0,507.9,15.9,0.0055,0.0483,23.2,36.6
ep_00001_NONE,NONE,order-service,230,1700253833,98.2,89.5,512.8,40.0,0.0128,0.0428,27.1,42.1
ep_00001_NONE,NONE,order-service,232,1700255833,92.0,89.1,493.7,7.08,0.0134,0.01,23.7,40.5
ep_00001_NONE,NONE,order-service,234,1700257833,95.9,104.1,489.0,2.0,0.0039,0.1117,26.1,35.9
ep_00001_NONE,NONE,order-service,236,1700259833,99.2,94.6,483.9,21.77,0.0065,0.0136,14.5,36.7
ep_00001_NONE,NONE,order-service,238,1700261833,102.9,90.1,519.9,9.56,0.0086,0.12,11.3,29.3
ep_00002_NONE,NONE,auth-service,0,1700032894,73.1,87.3,504.0,19.14,0.0131,0.0463,17.8,29.9
ep_00002_NONE,NONE,auth-service,2,1700034894,94.4,89.2,524.4,5.92,0.0079,0.0247,50.7,37.6
ep_00002_NONE,NONE,auth-service,4,1700036894,93.9,102.0,491.8,14.75,0.0056,0.0139,16.4,40.7
ep_00002_NONE,NONE,auth-service,6,1700038894,96.2,78.9,505.7,2.0,0.0141,0.0652,20.2,34.8
ep_00002_NONE,NONE,auth-service,8,1700040894,74.9,91.0,513.1,16.36,0.0074,0.12,25.4,27.7
ep_00002_NONE,NONE,auth-service,10,1700042894,88.1,97.6,515.6,7.87,0.0036,0.12,16.7,32.4
ep_00002_NONE,NONE,auth-service,12,1700044894,71.9,97.2,493.4,2.0,0.0026,0.0507,12.9,32.1
ep_00002_NONE,NONE,auth-service,14,1700046894,89.9,88.9,524.5,20.87,0.0035,0.0918,22.8,34.9
ep_00002_NONE,NONE,auth-service,16,1700048894,86.0,79.5,501.8,9.55,0.0015,0.0321,11.5,32.5
ep_00002_NONE,NONE,auth-service,18,1700050894,93.2,103.2,497.7,26.29,0.0018,0.0326,19.8,24.0
ep_00002_NONE,NONE,auth-service,20,1700052894,73.8,96.3,504.8,6.59,0.0082,0.0577,27.6,30.1
ep_00002_NONE,NONE,auth-service,22,1700054894,94.2,113.8,527.9,29.04,0.0207,0.0116,18.4,44.6
ep_00002_NONE,NONE,auth-service,24,1700056894,105.9,95.5,513.3,6.89,0.0181,0.01,24.8,44.7
ep_00002_NONE,NONE,auth-service,26,1700058894,95.8,109.6,495.1,3.24,0.0034,0.0391,23.3,45.3
ep_00002_NONE,NONE,auth-service,28,1700060894,100.9,76.0,540.4,8.16,0.0017,0.0168,18.8,40.7
ep_00002_NONE,NONE,auth-service,30,1700062894,90.1,90.0,529.8,12.34,0.0184,0.0418,14.0,30.2
ep_00002_NONE,NONE,auth-service,32,1700064894,89.7,105.0,533.6,7.64,0.0117,0.12,19.0,37.2
ep_00002_NONE,NONE,auth-service,34,1700066894,94.4,84.6,522.2,5.4,0.0048,0.0454,24.5,31.4
ep_00002_NONE,NONE,auth-service,36,1700068894,90.3,91.9,480.3,10.7,0.0251,0.0217,29.7,36.8
ep_00002_NONE,NONE,auth-service,38,1700070894,93.8,81.6,530.8,2.55,0.015,0.0971,16.5,43.0
ep_00002_NONE,NONE,auth-service,40,1700072894,98.4,87.4,523.4,15.71,0.0032,0.0391,23.9,30.9
ep_00002_NONE,NONE,auth-service,42,1700074894,88.6,108.8,545.5,7.01,0.0026,0.0117,19.8,32.0
ep_00002_NONE,NONE,auth-service,44,1700076894,74.8,98.4,515.7,8.7,0.002,0.0783,14.8,36.0
ep_00002_NONE,NONE,auth-service,46,1700078894,83.6,89.5,511.0,2.07,0.0265,0.0144,30.5,39.8
ep_00002_NONE,NONE,auth-service,48,1700080894,109.3,81.1,541.2,2.0,0.0132,0.0832,16.9,32.7
ep_00002_NONE,NONE,auth-service,50,1700082894,75.2,103.6,535.8,2.0,0.0106,0.0203,36.8,35.2
ep_00002_NONE,NONE,auth-service,52,1700084894,95.8,106.9,498.9,10.7,0.0074,0.091,33.1,34.5
ep_00002_NONE,NONE,auth-service,54,1700086894,84.8,92.3,482.5,8.54,0.0061,0.01,22.3,33.8
ep_00002_NONE,NONE,auth-service,56,1700088894,105.3,85.9,512.1,31.25,0.011,0.0379,11.9,35.7
ep_00002_NONE,NONE,auth-service,58,1700090894,93.9,100.3,523.3,40.0,0.027,0.0808,20.9,32.8
ep_00002_NONE,NONE,auth-service,60,1700092894,81.6,97.7,487.7,27.77,0.0365,0.12,15.8,31.5
ep_00002_NONE,NONE,auth-service,62,1700094894,89.6,86.1,497.2,2.0,0.0123,0.0226,24.5,34.3
ep_00002_NONE,NONE,auth-service,64,1700096894,90.6,87.2,494.8,2.0,0.0113,0.0701,19.5,41.9
ep_00002_NONE,NONE,auth-service,66,1700098894,91.8,101.3,517.6,4.93,0.0037,0.0458,31.9,31.6
ep_00002_NONE,NONE,auth-service,68,1700100894,86.2,79.1,496.8,18.21,0.0134,0.0371,18.5,31.8
ep_00002_NONE,NONE,auth-service,70,1700102894,88.6,102.6,507.5,6.94,0.007,0.0299,24.0,34.7
ep_00002_NONE,NONE,auth-service,72,1700104894,97.4,102.5,503.2,4.63,0.0105,0.0356,11.4,36.9
ep_00002_NONE,NONE,auth-service,74,1700106894,75.2,85.5,539.0,2.0,0.0027,0.01,17.9,38.6
ep_00002_NONE,NONE,auth-service,76,1700108894,78.2,93.3,478.8,14.59,0.0153,0.059,9.1,30.8
ep_00002_NONE,NONE,auth-service,78,1700110894,91.3,94.0,520.1,2.02,0.0067,0.12,21.2,42.8
ep_00002_NONE,NONE,auth-service,80,1700112894,87.6,104.6,536.6,2.87,0.0072,0.0542,15.0,45.7
ep_00002_NONE,NONE,auth-service,82,1700114894,92.3,100.8,509.2,15.13,0.0074,0.03,19.5,48.7
ep_00002_NONE,NONE,auth-service,84,1700116894,96.9,86.9,523.8,9.77,0.0023,0.0214,22.6,28.9
ep_00002_NONE,NONE,auth-service,86,1700118894,95.7,83.2,544.9,18.4,0.0028,0.01,17.3,28.9
ep_00002_NONE,NONE,auth-service,88,1700120894,79.8,99.0,489.5,2.0,0.0025,0.01,20.4,30.1
ep_00002_NONE,NONE,auth-service,90,1700122894,86.7,92.4,497.5,5.8,0.0023,0.0297,16.6,36.6
ep_00002_NONE,NONE,auth-service,92,1700124894,88.2,78.8,560.9,10.45,0.0036,0.01,10.3,33.8
ep_00002_NONE,NONE,auth-service,94,1700126894,87.5,88.5,516.4,3.64,0.0115,0.037,13.1,27.8
ep_00002_NONE,NONE,auth-service,96,1700128894,84.0,84.4,527.1,2.0,0.0173,0.12,20.8,33.5
ep_00002_NONE,NONE,auth-service,98,1700130894,83.3,102.0,536.7,21.11,0.0199,0.0242,17.8,35.1
ep_00002_NONE,NONE,auth-service,100,1700132894,74.0,87.4,531.7,9.85,0.0037,0.0324,14.9,29.8
ep_00002_NONE,NONE,auth-service,102,1700134894,91.8,97.3,546.0,9.79,0.0106,0.0102,18.0,28.2
ep_00002_NONE,NONE,auth-service,104,1700136894,83.6,88.8,489.5,11.14,0.0182,0.0443,16.4,40.1
ep_00002_NONE,NONE,auth-service,106,1700138894,88.0,88.5,486.9,4.4,0.0133,0.1068,15.6,40.8
ep_00002_NONE,NONE,auth-service,108,1700140894,92.9,97.6,525.7,4.34,0.0086,0.12,22.4,28.2
ep_00002_NONE,NONE,auth-service,110,1700142894,77.7,86.1,492.7,7.72,0.0129,0.01,16.2,35.8
ep_00002_NONE,NONE,auth-service,112,1700144894,88.6,95.9,509.0,4.36,0.0021,0.0457,26.2,34.5
ep_00002_NONE,NONE,auth-service,114,1700146894,93.2,89.6,523.4,5.22,0.0146,0.0107,21.2,37.1
ep_00002_NONE,NONE,auth-service,116,1700148894,83.4,94.3,510.1,7.66,0.0071,0.12,17.4,33.0
ep_00002_NONE,NONE,auth-service,118,1700150894,85.9,106.1,529.2,21.1,0.0062,0.0673,39.8,35.3
ep_00002_NONE,NONE,auth-service,120,1700152894,83.9,83.2,523.0,40.0,0.012,0.0101,35.0,33.2
ep_00002_NONE,NONE,auth-service,122,1700154894,101.8,95.3,523.2,2.0,0.0052,0.0225,16.1,31.8
ep_00002_NONE,NONE,auth-service,124,1700156894,95.9,85.0,519.1,6.84,0.008,0.076,22.3,34.6
ep_00002_NONE,NONE,auth-service,126,1700158894,81.6,88.9,539.7,26.63,0.0034,0.0343,30.8,25.8
ep_00002_NONE,NONE,auth-service,128,1700160894,90.8,114.9,509.7,25.89,0.0059,0.0239,30.0,40.3
ep_00002_NONE,NONE,auth-service,130,1700162894,93.6,81.7,485.4,11.45,0.0023,0.12,27.6,38.0
ep_00002_NONE,NONE,auth-service,132,1700164894,85.9,99.1,518.7,16.66,0.0042,0.0402,22.6,33.2
ep_00002_NONE,NONE,auth-service,134,1700166894,84.2,116.2,532.1,2.0,0.0116,0.01,22.1,31.0
ep_00002_NONE,NONE,auth-service,136,1700168894,74.1,100.4,554.4,4.85,0.0064,0.0618,23.7,34.3
ep_00002_NONE,NONE,auth-service,138,1700170894,89.0,108.8,536.2,17.77,0.0222,0.0538,22.8,37.0
ep_00002_NONE,NONE,auth-service,140,1700172894,105.6,88.3,530.1,2.0,0.0125,0.01,19.6,38.2
ep_00002_NONE,NONE,auth-service,142,1700174894,84.0,97.2,511.5,2.12,0.0108,0.01,15.8,39.9
ep_00002_NONE,NONE,auth-service,144,1700176894,76.1,106.2,542.2,9.01,0.0107,0.0226,22.3,40.8
ep_00002_NONE,NONE,auth-service,146,1700178894,88.5,82.3,490.3,3.61,0.0271,0.1138,30.6,22.3
ep_00002_NONE,NONE,auth-service,148,1700180894,96.4,90.4,503.8,10.62,0.0046,0.0417,29.5,35.4
ep_00002_NONE,NONE,auth-service,150,1700182894,93.6,92.4,498.8,17.21,0.0067,0.0687,21.7,45.5
ep_00002_NONE,NONE,auth-service,152,1700184894,90.3,95.4,516.9,2.0,0.0083,0.0492,12.8,35.6
ep_00002_NONE,NONE,auth-service,154,1700186894,82.5,90.6,532.9,13.31,0.0111,0.0676,15.5,35.8
ep_00002_NONE,NONE,auth-service,156,1700188894,86.2,95.3,507.0,2.12,0.0184,0.01,22.7,37.6
ep_00002_NONE,NONE,auth-service,158,1700190894,88.4,83.5,513.8,6.13,0.0031,0.0407,22.2,33.2
ep_00002_NONE,NONE,auth-service,160,1700192894,85.2,73.1,531.4,21.19,0.0069,0.0402,26.1,24.0
ep_00002_NONE,NONE,auth-service,162,1700194894,79.4,114.4,518.3,11.55,0.0048,0.0174,14.5,30.4
ep_00002_NONE,NONE,auth-service,164,1700196894,80.7,97.5,513.3,20.15,0.0034,0.0391,29.4,32.3
ep_00002_NONE,NONE,auth-service,166,1700198894,92.0,94.4,478.0,2.58,0.0079,0.0214,22.4,41.8
ep_00002_NONE,NONE,auth-service,168,1700200894,99.3,102.7,483.6,36.63,0.0034,0.0309,12.2,37.6
ep_00002_NONE,NONE,auth-service,170,1700202894,93.0,114.1,529.0,2.0,0.0158,0.12,14.5,37.1
ep_00002_NONE,NONE,auth-service,172,1700204894,83.9,92.5,485.1,2.0,0.0133,0.085,19.8,40.4
ep_00002_NONE,NONE,auth-service,174,1700206894,85.1,104.9,522.8,23.55,0.0069,0.064,16.4,37.6
ep_00002_NONE,NONE,auth-service,176,1700208894,92.1,89.8,527.2,8.26,0.0095,0.01,22.8,33.4
ep_00002_NONE,NONE,auth-service,178,1700210894,104.1,86.0,497.3,5.83,0.011,0.0651,27.8,28.5
ep_00002_NONE,NONE,auth-service,180,1700212894,96.4,88.0,544.0,7.0,0.0033,0.0271,20.6,39.8
ep_00002_NONE,NONE,auth-service,182,1700214894,76.1,84.4,518.4,7.12,0.0096,0.0669,26.4,36.5
ep_00002_NONE,NONE,auth-service,184,1700216894,104.4,80.0,511.8,15.29,0.0041,0.0118,15.0,37.8
ep_00002_NONE,NONE,auth-service,186,1700218894,90.2,68.1,536.9,36.59,0.0043,0.0555,22.4,37.3
ep_00002_NONE,NONE,auth-service,188,1700220894,96.3,82.4,524.9,5.48,0.0102,0.015,23.0,34.5
ep_00002_NONE,NONE,auth-service,190,1700222894,103.1,98.1,520.8,18.49,0.013,0.01,21.0,41.4
ep_00002_NONE,NONE,auth-service,192,1700224894,102.0,77.9,502.8,2.0,0.023,0.0354,18.0,36.7
ep_00002_NONE,NONE,auth-service,194,1700226894,99.4,113.9,526.9,10.46,0.0081,0.0527,17.6,35.5
ep_00002_NONE,NONE,auth-service,196,1700228894,105.9,90.8,498.7,16.5,0.0257,0.0145,20.5,39.2
ep_00002_NONE,NONE,auth-service,198,1700230894,104.7,98.9,501.2,2.0,0.0052,0.0106,14.0,19.3
ep_00002_NONE,NONE,auth-service,200,1700232894,81.6,90.3,499.9,13.57,0.005,0.12,21.1,33.8
ep_00002_NONE,NONE,auth-service,202,1700234894,86.4,96.5,510.3,4.11,0.0094,0.0306,42.8,39.4
ep_00002_NONE,NONE,auth-service,204,1700236894,100.4,103.0,549.1,8.96,0.0122,0.01,14.5,43.1
ep_00002_NONE,NONE,auth-service,206,1700238894,90.8,88.8,499.6,2.0,0.0051,0.0155,21.7,31.3
ep_00002_NONE,NONE,auth-service,208,1700240894,89.0,98.6,526.3,2.0,0.0164,0.0555,23.9,37.1
ep_00002_NONE,NONE,auth-service,210,1700242894,87.2,86.9,523.0,17.49,0.0056,0.0944,21.9,35.8
ep_00002_NONE,NONE,auth-service,212,1700244894,87.1,97.5,534.6,4.09,0.0033,0.0191,17.9,35.0
ep_00002_NONE,NONE,auth-service,214,1700246894,83.8,104.0,528.3,16.94,0.0068,0.0298,13.9,29.7
ep_00002_NONE,NONE,auth-service,216,1700248894,76.0,103.7,517.0,5.33,0.0022,0.0179,21.2,49.3
ep_00002_NONE,NONE,auth-service,218,1700250894,92.4,111.1,536.1,3.46,0.0019,0.0259,18.7,38.6
ep_00002_NONE,NONE,auth-service,220,1700252894,83.2,81.9,510.6,28.68,0.0067,0.12,20.2,44.9
ep_00002_NONE,NONE,auth-service,222,1700254894,95.9,94.0,534.8,5.7,0.0105,0.0313,20.0,39.9
ep_00002_NONE,NONE,auth-service,224,1700256894,86.3,81.7,551.5,32.5,0.0052,0.0122,9.9,44.4
ep_00002_NONE,NONE,auth-service,226,1700258894,88.8,100.8,484.4,2.0,0.0049,0.0716,29.5,25.6
ep_00002_NONE,NONE,auth-service,228,1700260894,79.5,75.5,490.2,3.72,0.0019,0.0143,14.9,27.3
ep_00002_NONE,NONE,auth-service,230,1700262894,80.9,94.6,529.4,2.0,0.0131,0.01,18.7,41.1
ep_00002_NONE,NONE,auth-service,232,1700264894,88.2,79.0,523.9,2.0,0.012,0.0403,14.1,35.9
ep_00002_NONE,NONE,auth-service,234,1700266894,79.2,83.0,491.2,2.0,0.0153,0.12,18.5,37.2
ep_00002_NONE,NONE,auth-service,236,1700268894,87.2,97.3,543.9,6.42,0.0204,0.0185,24.2,41.3
ep_00002_NONE,NONE,auth-service,238,1700270894,92.5,90.5,470.4,21.17,0.0074,0.01,19.5,31.1
ep_00003_NONE,NONE,auth-service,0,1700004642,92.9,84.1,535.9,18.09,0.0014,0.0158,13.5,27.9
ep_00003_NONE,NONE,auth-service,2,1700006642,102.0,105.6,525.7,33.88,0.0256,0.1085,15.1,36.9
ep_00003_NONE,NONE,auth-service,4,1700008642,85.8,92.4,496.9,4.78,0.0264,0.015,19.6,25.9
ep_00003_NONE,NONE,auth-service,6,1700010642,99.0,115.7,513.6,3.85,0.0135,0.01,20.9,33.0
ep_00003_NONE,NONE,auth-service,8,1700012642,81.1,91.7,518.8,8.26,0.0026,0.0745,28.2,31.4
ep_00003_NONE,NONE,auth-service,10,1700014642,94.7,97.0,477.8,5.78,0.002,0.0739,19.7,32.2
ep_00003_NONE,NONE,auth-service,12,1700016642,87.3,102.8,513.0,16.37,0.0072,0.01,22.8,30.9
ep_00003_NONE,NONE,auth-service,14,1700018642,92.4,102.8,486.6,13.94,0.0249,0.1144,15.9,40.5
ep_00003_NONE,NONE,auth-service,16,1700020642,86.8,84.6,503.5,5.45,0.0072,0.0227,19.8,40.1
ep_00003_NONE,NONE,auth-service,18,1700022642,78.2,102.1,496.6,2.0,0.0047,0.0343,20.1,40.1
ep_00003_NONE,NONE,auth-service,20,1700024642,93.4,96.5,533.9,2.0,0.0087,0.0343,25.5,30.1
ep_00003_NONE,NONE,auth-service,22,1700026642,73.0,103.9,498.5,2.64,0.0049,0.0538,20.5,39.2
ep_00003_NONE,NONE,auth-service,24,1700028642,84.5,85.2,499.2,2.0,0.0064,0.0235,22.0,37.4
ep_00003_NONE,NONE,auth-service,26,1700030642,79.3,95.0,522.2,4.67,0.0185,0.01,19.3,35.2
ep_00003_NONE,NONE,auth-service,28,1700032642,83.5,103.9,504.4,23.71,0.0131,0.01,25.6,34.0
ep_00003_NONE,NONE,auth-service,30,1700034642,84.3,101.5,515.4,13.96,0.0067,0.0829,20.6,30.3
ep_00003_NONE,NONE,auth-service,32,1700036642,85.7,91.8,520.3,4.08,0.0052,0.01,20.8,42.9
ep_00003_NONE,NONE,auth-service,34,1700038642,83.9,95.0,485.9,12.12,0.0071,0.0558,16.7,24.4
ep_00003_NONE,NONE,auth-service,36,1700040642,89.6,80.2,544.3,15.97,0.0043,0.0451,19.5,32.8
ep_00003_NONE,NONE,auth-service,38,1700042642,82.3,115.6,508.2,2.0,0.0218,0.01,22.5,29.6
ep_00003_NONE,NONE,auth-service,40,1700044642,91.8,101.2,512.0,7.85,0.0032,0.0313,20.5,29.1
ep_00003_NONE,NONE,auth-service,42,1700046642,86.2,85.6,488.2,10.58,0.0075,0.0135,17.0,32.8
ep_00003_NONE,NONE,auth-service,44,1700048642,94.3,87.9,496.3,3.03,0.0144,0.038,22.6,35.2
ep_00003_NONE,NONE,auth-service,46,1700050642,87.8,98.7,505.8,36.97,0.0015,0.0589,16.1,34.1
ep_00003_NONE,NONE,auth-service,48,1700052642,96.8,88.0,527.8,29.28,0.0137,0.0169,30.8,43.5
ep_00003_NONE,NONE,auth-service,50,1700054642,101.8,102.9,486.9,11.05,0.0026,0.0104,14.9,34.5
ep_00003_NONE,NONE,auth-service,52,1700056642,84.0,103.7,534.2,11.62,0.0145,0.0225,12.7,36.9
ep_00003_NONE,NONE,auth-service,54,1700058642,82.0,104.1,518.0,11.02,0.0034,0.01,41.6,35.5
ep_00003_NONE,NONE,auth-service,56,1700060642,101.7,87.6,511.2,3.63,0.0118,0.0411,20.9,33.4
ep_00003_NONE,NONE,auth-service,58,1700062642,100.8,102.1,492.4,2.0,0.0119,0.011,21.7,38.5
ep_00003_NONE,NONE,auth-service,60,1700064642,77.8,88.5,495.2,2.0,0.025,0.0817,22.0,43.4
ep_00003_NONE,NONE,auth-service,62,1700066642,97.1,98.1,534.6,2.0,0.0092,0.0553,19.9,32.2
ep_00003_NONE,NONE,auth-service,64,1700068642,92.4,104.9,495.5,2.0,0.0153,0.12,35.8,33.4
ep_00003_NONE,NONE,auth-service,66,1700070642,92.3,114.9,501.0,34.27,0.008,0.0125,26.3,34.9
ep_00003_NONE,NONE,auth-service,68,1700072642,87.5,92.5,531.8,13.54,0.0046,0.0143,15.2,33.7
ep_00003_NONE,NONE,auth-service,70,1700074642,102.8,80.8,479.6,12.8,0.01,0.0994,28.7,33.4
ep_00003_NONE,NONE,auth-service,72,1700076642,91.9,106.6,480.3,2.0,0.003,0.0173,12.3,38.1
ep_00003_NONE,NONE,auth-service,74,1700078642,97.7,92.4,487.8,7.51,0.0028,0.0276,27.2,46.4
ep_00003_NONE,NONE,auth-service,76,1700080642,77.9,98.2,490.3,3.04,0.0038,0.022,13.5,38.6
ep_00003_NONE,NONE,auth-service,78,1700082642,89.6,106.6,497.8,15.93,0.0081,0.0956,16.2,37.9
ep_00003_NONE,NONE,auth-service,80,1700084642,75.2,107.7,524.5,12.09,0.0134,0.12,22.5,39.6
ep_00003_NONE,NONE,auth-service,82,1700086642,86.9,97.7,490.8,27.41,0.0141,0.0534,25.6,39.0
ep_00003_NONE,NONE,auth-service,84,1700088642,105.3,88.0,492.3,5.44,0.0069,0.0348,24.0,38.6
ep_00003_NONE,NONE,auth-service,86,1700090642,83.9,90.1,467.5,2.0,0.0047,0.0256,22.7,35.1
ep_00003_NONE,NONE,auth-service,88,1700092642,77.7,88.8,503.9,2.94,0.0084,0.0434,25.9,34.2
ep_00003_NONE,NONE,auth-service,90,1700094642,78.7,99.6,516.3,8.64,0.0078,0.114,15.4,24.0
ep_00003_NONE,NONE,auth-service,92,1700096642,93.0,101.0,487.9,22.34,0.0225,0.1049,23.8,31.8
ep_00003_NONE,NONE,auth-service,94,1700098642,88.6,96.6,516.9,2.0,0.0023,0.0328,23.4,41.7
ep_00003_NONE,NONE,auth-service,96,1700100642,80.3,93.8,515.9,6.33,0.0061,0.1198,15.6,40.1
ep_00003_NONE,NONE,auth-service,98,1700102642,93.1,99.9,542.0,2.0,0.0055,0.0832,21.1,39.7
ep_00003_NONE,NONE,auth-service,100,1700104642,93.1,99.6,518.4,9.19,0.0047,0.0306,19.6,28.7
ep_00003_NONE,NONE,auth-service,102,1700106642,93.8,104.2,498.2,7.75,0.022,0.0852,43.0,35.9
ep_00003_NONE,NONE,auth-service,104,1700108642,95.3,78.1,502.3,2.0,0.0105,0.01,31.7,21.1
ep_00003_NONE,NONE,auth-service,106,1700110642,97.5,94.9,465.0,3.14,0.0174,0.0289,28.2,25.1
ep_00003_NONE,NONE,auth-service,108,1700112642,77.9,86.5,480.1,3.25,0.0106,0.12,18.2,35.0
ep_00003_NONE,NONE,auth-service,110,1700114642,91.3,98.8,516.9,21.3,0.0104,0.0493,17.0,36.9
ep_00003_NONE,NONE,auth-service,112,1700116642,85.9,78.5,519.7,9.25,0.0132,0.1012,31.8,41.9
ep_00003_NONE,NONE,auth-service,114,1700118642,94.8,86.0,548.2,9.54,0.0064,0.01,11.5,33.6
ep_00003_NONE,NONE,auth-service,116,1700120642,99.2,101.0,512.4,5.85,0.0096,0.12,22.5,47.9
ep_00003_NONE,NONE,auth-service,118,1700122642,77.9,92.6,511.8,2.0,0.0167,0.0119,21.3,26.4
ep_00003_NONE,NONE,auth-service,120,1700124642,85.7,106.5,485.3,14.24,0.0085,0.0283,11.8,40.7
ep_00003_NONE,NONE,auth-service,122,1700126642,95.2,100.2,529.4,18.81,0.002,0.0556,15.5,36.2
ep_00003_NONE,NONE,auth-service,124,1700128642,83.2,93.1,518.4,2.0,0.0362,0.01,33.0,34.5
ep_00003_NONE,NONE,auth-service,126,1700130642,91.2,107.0,523.7,5.99,0.0173,0.0116,18.5,27.3
ep_00003_NONE,NONE,auth-service,128,1700132642,80.5,89.8,510.9,17.34,0.0129,0.0499,28.1,30.0
ep_00003_NONE,NONE,auth-service,130,1700134642,93.1,117.7,516.1,6.26,0.0125,0.0366,15.1,34.3
ep_00003_NONE,NONE,auth-service,132,1700136642,93.7,100.7,529.7,2.0,0.0061,0.01,21.0,34.0
ep_00003_NONE,NONE,auth-service,134,1700138642,74.9,100.1,531.3,2.0,0.0066,0.0304,11.1,39.6
ep_00003_NONE,NONE,auth-service,136,1700140642,83.8,94.7,483.5,3.02,0.0065,0.0147,23.8,34.8
ep_00003_NONE,NONE,auth-service,138,1700142642,98.1,105.7,525.0,7.66,0.0038,0.0431,28.8,29.8
ep_00003_NONE,NONE,auth-service,140,1700144642,93.9,88.9,479.0,5.5,0.0174,0.057,13.7,40.6
ep_00003_NONE,NONE,auth-service,142,1700146642,99.3,106.3,504.8,2.12,0.0072,0.01,25.8,43.5
ep_00003_NONE,NONE,auth-service,144,1700148642,106.0,106.9,512.5,40.0,0.0122,0.01,17.0,34.2
ep_00003_NONE,NONE,auth-service,146,1700150642,91.1,112.2,507.2,12.63,0.0036,0.01,23.5,36.6
ep_00003_NONE,NONE,auth-service,148,1700152642,90.5,96.4,521.0,2.0,0.0057,0.0117,26.3,38.0
ep_00003_NONE,NONE,auth-service,150,1700154642,91.4,100.3,498.2,8.92,0.0089,0.01,11.6,27.6
ep_00003_NONE,NONE,auth-service,152,1700156642,75.4,103.4,494.2,2.0,0.0468,0.01,20.9,30.4
ep_00003_NONE,NONE,auth-service,154,1700158642,96.2,80.5,536.8,6.97,0.0073,0.0784,22.9,35.9
ep_00003_NONE,NONE,auth-service,156,1700160642,88.4,94.5,538.1,2.0,0.0063,0.01,19.6,38.5
ep_00003_NONE,NONE,auth-service,158,1700162642,70.2,100.7,508.8,31.75,0.0112,0.0872,12.9,36.1
ep_00003_NONE,NONE,auth-service,160,1700164642,102.9,97.0,484.3,8.08,0.0077,0.12,19.0,37.1
ep_00003_NONE,NONE,auth-service,162,1700166642,90.4,86.3,492.4,13.43,0.0019,0.0778,13.5,37.5
ep_00003_NONE,NONE,auth-service,164,1700168642,90.7,88.6,529.1,30.73,0.0098,0.01,23.6,31.0
ep_00003_NONE,NONE,auth-service,166,1700170642,96.1,116.3,510.8,5.48,0.0023,0.0129,16.1,33.0
ep_00003_NONE,NONE,auth-service,168,1700172642,80.4,114.9,510.1,3.56,0.0135,0.0234,15.5,35.8
ep_00003_NONE,NONE,auth-service,170,1700174642,94.0,111.4,519.1,22.12,0.0148,0.0456,20.6,22.0
ep_00003_NONE,NONE,auth-service,172,1700176642,78.4,86.9,467.9,9.54,0.0034,0.046,21.4,28.6
ep_00003_NONE,NONE,auth-service,174,1700178642,87.3,89.8,521.3,3.28,0.0153,0.12,33.9,36.5
ep_00003_NONE,NONE,auth-service,176,1700180642,91.4,92.4,560.9,17.65,0.0046,0.071,13.5,29.4
ep_00003_NONE,NONE,auth-service,178,1700182642,86.1,90.6,552.0,4.81,0.0163,0.01,22.7,33.9
ep_00003_NONE,NONE,auth-service,180,1700184642,88.9,96.7,529.8,8.7,0.0151,0.0717,22.3,44.8
ep_00003_NONE,NONE,auth-service,182,1700186642,85.9,88.2,470.8,4.89,0.0053,0.0554,18.1,29.8
ep_00003_NONE,NONE,auth-service,184,1700188642,97.9,97.9,499.3,11.41,0.0054,0.0117,29.9,25.8
ep_00003_NONE,NONE,auth-service,186,1700190642,87.5,83.0,546.2,13.77,0.0052,0.046,17.9,40.0
ep_00003_NONE,NONE,auth-service,188,1700192642,78.4,97.3,513.3,11.28,0.0066,0.0295,17.5,34.3
ep_00003_NONE,NONE,auth-service,190,1700194642,96.8,100.5,497.0,7.43,0.0217,0.01,15.9,40.1
ep_00003_NONE,NONE,auth-service,192,1700196642,98.0,97.1,527.2,2.24,0.0078,0.12,25.2,35.1
ep_00003_NONE,NONE,auth-service,194,1700198642,87.6,94.7,529.9,9.49,0.0071,0.0632,19.1,28.4
ep_00003_NONE,NONE,auth-service,196,1700200642,81.7,89.7,534.7,2.0,0.005,0.01,21.6,33.7
ep_00003_NONE,NONE,auth-service,198,1700202642,95.7,105.1,500.6,3.25,0.0158,0.0151,18.2,31.8
ep_00003_NONE,NONE,auth-service,200,1700204642,90.4,83.5,520.6,6.28,0.0077,0.0742,19.4,38.7
ep_00003_NONE,NONE,auth-service,202,1700206642,94.5,120.7,524.4,6.34,0.0095,0.0793,31.4,35.5
ep_00003_NONE,NONE,auth-service,204,1700208642,85.5,83.5,474.6,12.83,0.0095,0.082,27.0,45.5
ep_00003_NONE,NONE,auth-service,206,1700210642,75.9,91.5,537.3,4.1,0.0079,0.12,26.9,28.1
ep_00003_NONE,NONE,auth-service,208,1700212642,88.0,96.0,501.9,2.0,0.0384,0.0171,18.6,26.1
ep_00003_NONE,NONE,auth-service,210,1700214642,77.0,76.6,519.6,10.06,0.0195,0.12,28.7,36.8
